number,priority,category,assignment_group,breach_probability,flagged,actual,risk_band
INC0028511,3 - Moderate,Category 46,Group 10,0.557,1,0,High
INC0030220,3 - Moderate,Category 24,Group 20,0.557,1,0,High
INC0030980,3 - Moderate,Category 19,Group 72,0.557,1,0,High
INC0033624,3 - Moderate,Category 46,Other,0.555,1,1,High
INC0030679,3 - Moderate,Category 44,Group 5,0.553,1,1,High
INC0104208,3 - Moderate,Category 45,Other,0.552,1,1,High
INC0028615,3 - Moderate,Category 46,Group 57,0.551,1,0,High
INC0034265,3 - Moderate,Category 9,Group 69,0.55,1,0,High
INC0029778,3 - Moderate,Category 46,Group 31,0.55,1,0,High
INC0034341,3 - Moderate,Category 46,Group 31,0.55,1,1,High
INC0033247,3 - Moderate,Category 46,Group 57,0.549,1,0,High
INC0031369,3 - Moderate,Category 9,Group 20,0.549,1,1,High
INC0032690,3 - Moderate,Category 46,Group 31,0.549,1,1,High
INC0033245,3 - Moderate,Category 46,Group 57,0.549,1,0,High
INC0033246,3 - Moderate,Category 46,Group 57,0.549,1,0,High
INC0106906,3 - Moderate,Category 45,Group 70,0.548,1,0,High
INC0028439,3 - Moderate,Category 24,Group 20,0.548,1,1,High
INC0032262,3 - Moderate,Category 53,Group 66,0.548,1,0,High
INC0116554,3 - Moderate,Category 45,Group 57,0.548,1,0,High
INC0032059,3 - Moderate,Category 46,Group 57,0.547,1,1,High
INC0028366,3 - Moderate,Category 23,Group 20,0.546,1,0,High
INC0031758,3 - Moderate,Category 9,Group 29,0.546,1,1,High
INC0028373,3 - Moderate,Category 24,Group 29,0.545,1,1,High
INC0031153,3 - Moderate,Category 53,Group 76,0.545,1,0,High
INC0028388,3 - Moderate,Category 19,Group 72,0.544,1,0,High
INC0028863,3 - Moderate,Category 51,Group 20,0.542,1,1,High
INC0028940,3 - Moderate,Category 23,Group 20,0.541,1,0,High
INC0028822,3 - Moderate,Category 9,Group 25,0.541,1,0,High
INC0113549,3 - Moderate,Category 45,Group 70,0.541,1,1,High
INC0033728,3 - Moderate,Category 46,Group 6,0.54,1,0,High
INC0030442,3 - Moderate,Category 9,Group 25,0.54,1,1,High
INC0032852,3 - Moderate,Category 46,Group 6,0.539,1,1,High
INC0033689,3 - Moderate,Category 61,Other,0.537,1,1,High
INC0034126,3 - Moderate,Category 53,Group 66,0.537,1,0,High
INC0030945,3 - Moderate,Category 9,Group 20,0.536,1,1,High
INC0030443,3 - Moderate,Category 53,Group 66,0.536,1,0,High
INC0034240,3 - Moderate,Category 46,Group 57,0.536,1,0,High
INC0106327,1 - Critical,Other,Group 70,0.535,1,1,High
INC0028865,3 - Moderate,Category 9,Group 28,0.535,1,0,High
INC0106051,3 - Moderate,Category 45,Group 22,0.534,1,0,High
INC0082634,3 - Moderate,Category 56,Group 33,0.534,1,1,High
INC0032267,3 - Moderate,Category 46,Group 10,0.534,1,1,High
INC0032435,3 - Moderate,Category 9,Group 29,0.533,1,0,High
INC0033011,3 - Moderate,Category 61,Other,0.532,1,0,High
INC0032040,3 - Moderate,Category 46,Group 57,0.532,1,0,High
INC0034387,3 - Moderate,Category 24,Group 28,0.532,1,0,High
INC0033040,3 - Moderate,Category 46,Group 55,0.531,1,1,High
INC0033037,3 - Moderate,Category 61,Group 72,0.53,1,0,High
INC0030345,3 - Moderate,Category 57,Group 76,0.53,1,1,High
INC0030374,3 - Moderate,Category 46,Group 57,0.53,1,1,High
INC0028844,3 - Moderate,Category 9,Group 25,0.528,1,1,High
INC0032627,3 - Moderate,Category 53,Group 66,0.528,1,0,High
INC0028463,3 - Moderate,Category 61,Group 73,0.528,1,1,High
INC0115205,3 - Moderate,Other,Group 70,0.528,1,0,High
INC0030657,3 - Moderate,Category 46,Group 57,0.527,1,0,High
INC0033958,3 - Moderate,Category 46,Group 10,0.527,1,0,High
INC0109381,3 - Moderate,Category 45,Group 70,0.527,1,1,High
INC0029735,3 - Moderate,Category 57,Group 76,0.526,1,0,High
INC0030692,3 - Moderate,Category 24,Group 20,0.526,1,1,High
INC0031310,3 - Moderate,Category 46,Group 10,0.525,1,0,High
INC0033097,3 - Moderate,Category 9,Group 20,0.524,1,1,High
INC0030946,3 - Moderate,Category 46,Group 10,0.524,1,1,High
INC0032288,3 - Moderate,Category 46,Group 57,0.524,1,1,High
INC0033334,3 - Moderate,Category 46,Group 57,0.523,1,0,High
INC0028612,3 - Moderate,Category 53,Group 66,0.522,1,1,High
INC0032991,3 - Moderate,Category 9,Group 20,0.522,1,0,High
INC0029780,3 - Moderate,Category 46,Group 31,0.522,1,0,High
INC0029779,3 - Moderate,Category 46,Group 31,0.522,1,0,High
INC0029771,3 - Moderate,Category 46,Group 31,0.522,1,0,High
INC0115279,3 - Moderate,Category 56,Group 70,0.521,1,0,High
INC0032611,3 - Moderate,Category 46,Group 57,0.52,1,0,High
INC0030343,3 - Moderate,Category 53,Group 29,0.52,1,1,High
INC0030773,3 - Moderate,Category 24,Group 28,0.52,1,1,High
INC0031218,3 - Moderate,Category 23,Group 20,0.52,1,0,High
INC0033235,3 - Moderate,Category 51,Group 20,0.519,1,1,High
INC0030508,3 - Moderate,Category 57,Group 65,0.519,1,0,High
INC0029348,3 - Moderate,Category 24,Group 20,0.519,1,0,High
INC0030204,3 - Moderate,Category 34,Group 29,0.519,1,1,High
INC0099711,3 - Moderate,Category 45,Group 57,0.518,1,1,High
INC0030792,3 - Moderate,Category 53,Group 76,0.517,1,0,High
INC0030805,3 - Moderate,Category 53,Group 76,0.517,1,0,High
INC0118608,3 - Moderate,Category 42,Group 70,0.517,1,0,High
INC0029332,3 - Moderate,Category 46,Group 57,0.517,1,1,High
INC0033301,3 - Moderate,Category 53,Group 76,0.517,1,0,High
INC0030545,3 - Moderate,Category 57,Group 65,0.516,1,0,High
INC0100994,3 - Moderate,Category 45,Group 57,0.516,1,0,High
INC0105320,3 - Moderate,Other,Group 70,0.516,1,0,High
INC0030964,3 - Moderate,Category 34,Group 27,0.515,1,0,High
INC0032198,3 - Moderate,Category 46,Group 57,0.515,1,1,High
INC0030538,3 - Moderate,Category 57,Group 65,0.515,1,0,High
INC0034147,3 - Moderate,Category 53,Group 66,0.515,1,1,High
INC0030820,3 - Moderate,Category 46,Group 10,0.515,1,1,High
INC0028772,3 - Moderate,Category 46,Group 22,0.514,1,1,High
INC0028421,3 - Moderate,Category 57,Group 65,0.514,1,0,High
INC0028402,3 - Moderate,Category 46,Group 10,0.514,1,0,High
INC0033785,3 - Moderate,Category 24,Group 20,0.513,1,0,High
INC0029837,3 - Moderate,Category 53,Group 66,0.513,1,0,High
INC0030548,3 - Moderate,Category 57,Group 65,0.512,1,0,High
INC0030381,3 - Moderate,Category 46,Group 31,0.512,1,0,High
INC0031032,2 - High,Category 19,Group 70,0.51,1,1,High
INC0029331,3 - Moderate,Category 46,Group 10,0.51,1,0,High
INC0118042,3 - Moderate,Category 45,Group 57,0.51,1,0,High
INC0030867,3 - Moderate,Category 46,Group 10,0.508,1,0,High
INC0030112,3 - Moderate,Category 9,Group 29,0.508,1,0,High
INC0031788,3 - Moderate,Category 24,Group 29,0.508,1,0,High
INC0104706,3 - Moderate,Category 45,Other,0.508,1,1,High
INC0029118,3 - Moderate,Category 53,Group 76,0.508,1,0,High
INC0032724,3 - Moderate,Category 46,Group 57,0.507,1,1,High
INC0031279,3 - Moderate,Category 23,Group 20,0.507,1,1,High
INC0030447,3 - Moderate,Category 53,Group 66,0.507,1,0,High
INC0092643,1 - Critical,Category 45,Other,0.505,1,1,High
INC0031769,3 - Moderate,Category 46,Group 33,0.505,1,0,High
INC0030369,3 - Moderate,Category 24,Group 20,0.505,1,1,High
INC0031756,3 - Moderate,Category 53,Group 76,0.505,1,1,High
INC0032247,3 - Moderate,Category 46,Group 10,0.505,1,0,High
INC0030354,3 - Moderate,Category 61,Other,0.504,1,0,High
INC0033917,3 - Moderate,Category 24,Group 25,0.504,1,0,High
INC0030882,3 - Moderate,Category 37,Group 72,0.504,1,0,High
INC0030412,3 - Moderate,Category 57,Group 65,0.503,1,0,High
INC0029811,3 - Moderate,Category 46,Group 31,0.502,1,0,High
INC0032672,3 - Moderate,Category 57,Group 65,0.502,1,1,High
INC0030775,3 - Moderate,Category 61,Other,0.502,1,1,High
INC0031167,3 - Moderate,Category 23,Group 20,0.502,1,1,High
INC0032279,3 - Moderate,Category 46,Group 57,0.501,1,1,High
INC0030735,3 - Moderate,Category 53,Group 20,0.501,1,1,High
INC0031002,3 - Moderate,Category 46,Group 22,0.501,1,0,High
INC0033649,3 - Moderate,Category 53,Group 29,0.501,1,0,High
INC0030537,3 - Moderate,Category 53,Group 66,0.5,1,0,High
INC0030267,3 - Moderate,Category 53,Group 76,0.5,1,0,Medium
INC0028384,3 - Moderate,Category 46,Group 10,0.5,1,1,Medium
INC0030274,3 - Moderate,Category 46,Group 57,0.499,1,0,Medium
INC0107346,3 - Moderate,Other,Group 70,0.499,1,0,Medium
INC0032163,3 - Moderate,Category 53,Group 66,0.499,1,1,Medium
INC0028528,3 - Moderate,Category 28,Group 20,0.499,1,1,Medium
INC0028512,3 - Moderate,Category 46,Group 5,0.499,1,1,Medium
INC0030481,3 - Moderate,Category 46,Group 31,0.499,1,1,Medium
INC0030413,3 - Moderate,Category 46,Group 10,0.498,1,1,Medium
INC0030968,3 - Moderate,Category 9,Group 25,0.497,1,0,Medium
INC0030776,3 - Moderate,Category 34,Group 20,0.497,1,0,Medium
INC0033244,3 - Moderate,Category 51,Group 20,0.496,1,0,Medium
INC0028633,3 - Moderate,Category 19,Group 72,0.496,1,0,Medium
INC0032258,3 - Moderate,Category 51,Group 54,0.495,1,0,Medium
INC0028712,3 - Moderate,Category 53,Group 66,0.495,1,1,Medium
INC0029926,3 - Moderate,Category 46,Group 57,0.495,1,0,Medium
INC0032431,3 - Moderate,Category 53,Group 76,0.494,1,1,Medium
INC0028884,3 - Moderate,Category 46,Group 22,0.493,1,1,Medium
INC0028684,3 - Moderate,Category 53,Group 20,0.493,1,1,Medium
INC0030947,3 - Moderate,Category 46,Group 22,0.492,1,0,Medium
INC0102762,3 - Moderate,Category 45,Group 57,0.492,1,1,Medium
INC0031399,3 - Moderate,Category 9,Group 29,0.492,1,1,Medium
INC0031401,3 - Moderate,Category 9,Group 29,0.492,1,1,Medium
INC0031400,3 - Moderate,Category 9,Group 29,0.492,1,1,Medium
INC0030550,3 - Moderate,Category 57,Group 65,0.491,1,0,Medium
INC0029608,3 - Moderate,Category 53,Group 20,0.491,1,0,Medium
INC0032307,3 - Moderate,Category 61,Group 72,0.49,1,0,Medium
INC0058950,3 - Moderate,Other,Other,0.49,1,1,Medium
INC0028378,3 - Moderate,Category 44,Group 5,0.49,1,1,Medium
INC0052316,3 - Moderate,Other,Group 76,0.49,1,0,Medium
INC0028353,3 - Moderate,Category 9,Group 20,0.489,1,1,Medium
INC0030270,3 - Moderate,Category 40,Group 29,0.489,1,1,Medium
INC0028446,3 - Moderate,Category 57,Other,0.489,1,1,Medium
INC0028478,3 - Moderate,Category 57,Other,0.489,1,1,Medium
INC0032610,3 - Moderate,Category 9,Group 29,0.487,1,1,Medium
INC0029978,3 - Moderate,Category 24,Group 10,0.487,1,0,Medium
INC0034332,3 - Moderate,Category 46,Group 57,0.487,1,1,Medium
INC0094996,3 - Moderate,Category 45,Group 57,0.487,1,0,Medium
INC0032047,3 - Moderate,Category 23,Group 20,0.487,1,0,Medium
INC0029737,3 - Moderate,Category 28,Group 72,0.486,1,0,Medium
INC0031018,3 - Moderate,Category 57,Group 65,0.486,1,0,Medium
INC0033600,3 - Moderate,Category 46,Group 57,0.486,1,0,Medium
INC0031199,3 - Moderate,Category 53,Group 20,0.485,1,0,Medium
INC0028540,3 - Moderate,Category 46,Other,0.485,1,0,Medium
INC0031670,3 - Moderate,Category 53,Group 66,0.485,1,0,Medium
INC0031194,3 - Moderate,Category 53,Group 20,0.485,1,0,Medium
INC0028395,3 - Moderate,Category 53,Group 76,0.484,1,1,Medium
INC0033617,3 - Moderate,Category 19,Group 76,0.484,1,0,Medium
INC0030324,3 - Moderate,Category 53,Group 76,0.484,1,0,Medium
INC0030320,3 - Moderate,Category 19,Group 29,0.484,1,0,Medium
INC0118690,3 - Moderate,Other,Group 70,0.484,1,0,Medium
INC0033140,3 - Moderate,Category 57,Group 65,0.484,1,0,Medium
INC0030315,3 - Moderate,Category 19,Group 29,0.484,1,0,Medium
INC0030311,3 - Moderate,Category 19,Group 29,0.484,1,0,Medium
INC0032804,3 - Moderate,Category 46,Group 31,0.483,1,1,Medium
INC0033441,3 - Moderate,Category 61,Other,0.483,1,1,Medium
INC0032636,3 - Moderate,Category 46,Group 10,0.483,1,1,Medium
INC0114313,3 - Moderate,Category 56,Group 70,0.482,1,0,Medium
INC0029715,3 - Moderate,Category 46,Group 31,0.482,1,1,Medium
INC0028375,3 - Moderate,Category 53,Group 31,0.482,1,1,Medium
INC0034214,3 - Moderate,Category 53,Group 20,0.481,1,0,Medium
INC0034067,3 - Moderate,Category 46,Group 57,0.481,1,0,Medium
INC0030013,3 - Moderate,Category 46,Group 57,0.481,1,0,Medium
INC0115743,3 - Moderate,Category 45,Group 57,0.481,1,1,Medium
INC0028812,3 - Moderate,Category 34,Group 69,0.481,1,1,Medium
INC0034418,3 - Moderate,Category 24,Group 20,0.481,1,0,Medium
INC0115739,3 - Moderate,Category 45,Group 57,0.481,1,1,Medium
INC0115729,3 - Moderate,Category 45,Group 57,0.481,1,0,Medium
INC0030923,3 - Moderate,Category 42,Group 55,0.481,1,0,Medium
INC0031238,3 - Moderate,Category 44,Group 5,0.48,1,1,Medium
INC0031342,3 - Moderate,Category 57,Group 65,0.48,1,0,Medium
INC0030757,3 - Moderate,Category 46,Other,0.479,1,1,Medium
INC0031804,3 - Moderate,Category 53,Group 76,0.479,1,0,Medium
INC0032970,3 - Moderate,Category 46,Group 10,0.478,1,0,Medium
INC0030816,3 - Moderate,Category 43,Other,0.478,1,0,Medium
INC0028333,3 - Moderate,Category 61,Other,0.478,1,0,Medium
INC0031356,3 - Moderate,Category 46,Group 10,0.478,1,1,Medium
INC0030446,3 - Moderate,Category 24,Group 25,0.478,1,0,Medium
INC0033042,3 - Moderate,Category 9,Group 28,0.478,1,1,Medium
INC0046429,3 - Moderate,Category 56,Group 65,0.478,1,0,Medium
INC0034039,3 - Moderate,Category 24,Group 25,0.477,1,0,Medium
INC0032400,3 - Moderate,Category 42,Group 55,0.477,1,0,Medium
INC0029387,3 - Moderate,Category 24,Group 10,0.477,1,0,Medium
INC0031868,3 - Moderate,Category 53,Group 76,0.477,1,0,Medium
INC0031513,3 - Moderate,Category 46,Group 57,0.475,1,1,Medium
INC0034316,3 - Moderate,Category 57,Group 29,0.474,1,0,Medium
INC0028809,3 - Moderate,Category 46,Group 55,0.474,1,0,Medium
INC0033154,3 - Moderate,Category 57,Group 51,0.474,1,1,Medium
INC0034018,3 - Moderate,Category 57,Group 65,0.474,1,0,Medium
INC0030788,3 - Moderate,Category 46,Group 10,0.473,1,0,Medium
INC0029710,3 - Moderate,Category 34,Group 30,0.473,1,1,Medium
INC0029413,3 - Moderate,Category 53,Group 66,0.472,1,0,Medium
INC0118370,3 - Moderate,Other,Group 70,0.472,1,0,Medium
INC0029900,3 - Moderate,Category 46,Group 31,0.472,1,1,Medium
INC0031020,3 - Moderate,Category 23,Group 20,0.472,1,1,Medium
INC0116227,3 - Moderate,Other,Group 70,0.472,1,0,Medium
INC0029669,3 - Moderate,Category 46,Group 57,0.472,1,1,Medium
INC0028728,3 - Moderate,Category 42,Other,0.471,1,0,Medium
INC0071318,3 - Moderate,Category 45,Other,0.471,1,1,Medium
INC0032232,3 - Moderate,Category 46,Group 10,0.471,1,1,Medium
INC0033055,3 - Moderate,Category 46,Group 6,0.471,1,1,Medium
INC0030250,3 - Moderate,Category 46,Group 57,0.471,1,0,Medium
INC0030251,3 - Moderate,Category 46,Group 57,0.471,1,1,Medium
INC0103724,3 - Moderate,Category 45,Group 22,0.47,1,1,Medium
INC0033116,3 - Moderate,Category 9,Group 25,0.469,1,1,Medium
INC0030086,3 - Moderate,Category 53,Group 51,0.469,1,1,Medium
INC0030395,3 - Moderate,Category 53,Group 66,0.469,1,1,Medium
INC0030869,3 - Moderate,Category 46,Group 6,0.468,1,1,Medium
INC0034413,3 - Moderate,Category 57,Group 65,0.468,1,0,Medium
INC0031004,3 - Moderate,Category 46,Group 22,0.468,1,0,Medium
INC0067182,3 - Moderate,Category 56,Group 65,0.468,1,1,Medium
INC0034061,3 - Moderate,Category 42,Group 70,0.468,1,0,Medium
INC0028471,3 - Moderate,Category 42,Other,0.468,1,0,Medium
INC0030045,3 - Moderate,Category 46,Group 57,0.468,1,1,Medium
INC0031160,3 - Moderate,Category 46,Group 10,0.467,1,0,Medium
INC0030860,3 - Moderate,Category 46,Group 39,0.467,1,0,Medium
INC0028962,3 - Moderate,Category 46,Group 10,0.467,1,0,Medium
INC0109039,3 - Moderate,Category 45,Group 70,0.467,1,1,Medium
INC0031967,3 - Moderate,Category 53,Group 76,0.467,1,0,Medium
INC0030525,3 - Moderate,Category 46,Group 22,0.467,1,0,Medium
INC0034426,3 - Moderate,Category 46,Group 22,0.467,1,0,Medium
INC0034343,3 - Moderate,Category 46,Group 22,0.467,1,0,Medium
INC0030850,3 - Moderate,Category 46,Other,0.466,1,1,Medium
INC0030875,3 - Moderate,Category 57,Group 58,0.466,1,1,Medium
INC0029100,3 - Moderate,Category 24,Group 20,0.465,1,0,Medium
INC0032716,3 - Moderate,Category 9,Group 25,0.464,1,1,Medium
INC0028986,3 - Moderate,Category 24,Group 25,0.464,1,0,Medium
INC0030649,3 - Moderate,Category 24,Group 25,0.464,1,1,Medium
INC0028744,3 - Moderate,Category 46,Group 6,0.463,1,1,Medium
INC0033602,3 - Moderate,Category 46,Group 57,0.463,1,1,Medium
INC0029212,3 - Moderate,Category 53,Group 66,0.463,1,1,Medium
INC0031329,3 - Moderate,Category 46,Group 33,0.463,1,1,Medium
INC0032582,3 - Moderate,Category 53,Group 66,0.462,1,1,Medium
INC0101552,3 - Moderate,Category 56,Group 65,0.462,1,1,Medium
INC0029366,3 - Moderate,Category 23,Group 20,0.462,1,1,Medium
INC0033083,3 - Moderate,Category 46,Group 10,0.462,1,1,Medium
INC0032734,3 - Moderate,Category 46,Group 10,0.461,1,0,Medium
INC0031271,3 - Moderate,Category 46,Group 10,0.461,1,0,Medium
INC0028841,3 - Moderate,Category 57,Group 65,0.461,1,0,Medium
INC0032906,3 - Moderate,Category 23,Group 20,0.461,1,1,Medium
INC0032221,3 - Moderate,Category 19,Other,0.461,1,0,Medium
INC0031069,3 - Moderate,Category 23,Group 20,0.461,1,1,Medium
INC0059354,3 - Moderate,Category 45,Other,0.46,1,1,Medium
INC0033273,3 - Moderate,Category 37,Group 55,0.459,1,0,Medium
INC0034329,3 - Moderate,Category 46,Group 57,0.459,1,1,Medium
INC0030891,3 - Moderate,Category 57,Group 65,0.459,1,1,Medium
INC0031901,3 - Moderate,Category 46,Group 57,0.459,1,1,Medium
INC0030884,3 - Moderate,Category 57,Group 65,0.459,1,1,Medium
INC0033990,3 - Moderate,Category 46,Group 57,0.458,1,1,Medium
INC0029074,3 - Moderate,Category 46,Group 57,0.458,1,1,Medium
INC0031292,3 - Moderate,Category 23,Group 20,0.458,1,0,Medium
INC0031172,3 - Moderate,Category 23,Group 20,0.457,1,1,Medium
INC0032523,3 - Moderate,Category 24,Group 20,0.456,1,1,Medium
INC0032561,3 - Moderate,Category 46,Group 57,0.456,1,1,Medium
INC0031764,3 - Moderate,Category 53,Group 66,0.455,1,0,Medium
INC0029451,3 - Moderate,Category 24,Group 20,0.455,1,1,Medium
INC0102727,3 - Moderate,Category 56,Group 65,0.455,1,1,Medium
INC0030780,3 - Moderate,Category 46,Group 10,0.455,1,1,Medium
INC0029140,3 - Moderate,Category 24,Group 28,0.454,1,1,Medium
INC0031987,3 - Moderate,Category 46,Group 57,0.454,1,0,Medium
INC0033866,3 - Moderate,Category 23,Group 20,0.454,1,0,Medium
INC0031217,3 - Moderate,Category 46,Group 33,0.454,1,0,Medium
INC0034358,3 - Moderate,Category 46,Group 31,0.454,1,1,Medium
INC0032939,3 - Moderate,Category 46,Group 22,0.453,1,0,Medium
INC0029729,3 - Moderate,Category 46,Group 57,0.453,1,0,Medium
INC0033894,3 - Moderate,Category 46,Group 33,0.453,1,1,Medium
INC0029067,3 - Moderate,Category 53,Group 66,0.452,1,1,Medium
INC0034392,3 - Moderate,Category 46,Group 6,0.452,1,0,Medium
INC0029831,3 - Moderate,Category 19,Group 28,0.452,1,1,Medium
INC0028507,3 - Moderate,Category 46,Other,0.451,1,1,Medium
INC0031156,3 - Moderate,Category 24,Other,0.451,1,1,Medium
INC0029861,3 - Moderate,Category 53,Group 76,0.451,1,0,Medium
INC0030405,3 - Moderate,Category 46,Group 57,0.451,1,1,Medium
INC0032925,3 - Moderate,Category 9,Group 25,0.45,1,1,Medium
INC0034313,3 - Moderate,Category 46,Group 6,0.45,1,0,Medium
INC0031873,3 - Moderate,Category 46,Group 22,0.45,1,0,Medium
INC0030638,3 - Moderate,Category 24,Group 10,0.45,1,1,Medium
INC0033676,3 - Moderate,Category 61,Group 73,0.449,1,1,Medium
INC0031052,3 - Moderate,Category 24,Group 28,0.449,1,0,Medium
INC0029936,3 - Moderate,Category 53,Group 76,0.449,1,0,Medium
INC0030362,3 - Moderate,Category 61,Other,0.449,1,0,Medium
INC0032236,3 - Moderate,Category 53,Group 76,0.449,1,1,Medium
INC0032973,3 - Moderate,Category 53,Group 66,0.449,1,1,Medium
INC0030696,3 - Moderate,Category 61,Group 72,0.448,1,0,Medium
INC0030000,3 - Moderate,Category 46,Group 57,0.448,1,0,Medium
INC0034213,3 - Moderate,Category 53,Group 76,0.448,1,1,Medium
INC0032698,3 - Moderate,Category 53,Group 66,0.447,1,1,Medium
INC0028354,3 - Moderate,Category 46,Group 22,0.447,1,1,Medium
INC0030295,3 - Moderate,Category 57,Group 65,0.446,1,0,Medium
INC0030331,3 - Moderate,Category 9,Group 25,0.446,1,1,Medium
INC0034422,3 - Moderate,Category 46,Group 22,0.446,1,0,Medium
INC0030307,3 - Moderate,Category 57,Group 65,0.446,1,0,Medium
INC0032659,3 - Moderate,Category 46,Group 10,0.446,1,1,Medium
INC0034249,3 - Moderate,Category 42,Group 70,0.446,1,0,Medium
INC0030306,3 - Moderate,Category 24,Group 25,0.446,1,0,Medium
INC0032722,3 - Moderate,Category 24,Group 27,0.446,1,1,Medium
INC0033226,3 - Moderate,Category 46,Group 57,0.445,1,1,Medium
INC0033230,3 - Moderate,Category 46,Group 57,0.445,1,1,Medium
INC0029823,3 - Moderate,Category 46,Group 10,0.445,1,1,Medium
INC0030309,3 - Moderate,Category 46,Group 22,0.445,1,0,Medium
INC0030019,3 - Moderate,Category 9,Group 9,0.445,1,0,Medium
INC0030911,3 - Moderate,Category 9,Group 25,0.445,1,1,Medium
INC0030003,3 - Moderate,Category 53,Other,0.445,1,1,Medium
INC0031603,3 - Moderate,Category 9,Group 20,0.445,1,0,Medium
INC0028878,3 - Moderate,Category 46,Group 22,0.444,1,1,Medium
INC0089111,3 - Moderate,Category 56,Group 65,0.444,1,1,Medium
INC0033134,3 - Moderate,Category 46,Other,0.444,1,0,Medium
